Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
2023-03-30,ARI,@,LAD,L,2.0,8.0,9.0,0-1,3.0,1.0,Urías,Gallen,None,2:35,N,52075.0,1.01,-1,
2023-03-31,ARI,@,LAD,W,2.0,1.0,9.0,1-1,2.0,1.0,Jameson,Vesia,Chafin,2:41,N,45389.0,.97,1,
2023-04-01,ARI,@,LAD,L,1.0,10.0,9.0,1-2,4.0,1.0,Kershaw,Bumgarner,Jackson,2:14,N,48886.0,1.03,-1,
2023-04-02,ARI,@,LAD,W,2.0,1.0,9.0,2-2,1.0,Tied,Chafin,Graterol,McGough,2:32,D,46549.0,.96,1,
2023-04-03,ARI,@,SDP,L-wo,4.0,5.0,9.0,2-3,4.0,1.0,Hill,McGough,None,2:29,N,37602.0,1.01,-1,
2023-04-04,ARI,@,SDP,W,8.0,6.0,9.0,3-3,2.0,1.0,Ginkel,García,Jameson,2:55,D,34542.0,1.01,1,
2023-04-06,ARI,Home,LAD,L,2.0,5.0,9.0,3-4,3.0,2.0,May,Kelly,Phillips,2:43,N,48034.0,1.06,-1,
2023-04-07,ARI,Home,LAD,W,6.0,3.0,9.0,4-4,2.0,1.0,Jameson,Kershaw,None,2:28,N,30249.0,.98,1,
2023-04-08,ARI,Home,LAD,W,12.0,8.0,9.0,5-4,1.0,Tied,Nelson,Syndergaard,None,2:43,N,26881.0,1.03,2,
2023-04-09,ARI,Home,LAD,W,11.0,6.0,9.0,6-4,1.0,Tied,Nelson,Grove,None,2:45,D,18543.0,1.10,3,
2023-04-10,ARI,Home,MIL,W,3.0,0.0,9.0,7-4,1.0,up 1.0,Gallen,Miley,Chafin,2:12,N,12681.0,1.07,4,
2023-04-11,ARI,Home,MIL,L,1.0,7.0,9.0,7-5,1.0,Tied,Burnes,Kelly,None,2:19,N,17069.0,1.08,-1,
2023-04-12,ARI,Home,MIL,W,7.0,3.0,9.0,8-5,1.0,up 1.0,Nelson,Junk,None,2:40,D,13136.0,1.05,1,
2023-04-14,ARI,@,MIA,L,1.0,5.0,9.0,8-6,1.0,up 1.0,Rogers,Bumgarner,None,2:11,N,10961.0,1.14,-1,
2023-04-15,ARI,@,MIA,L,2.0,3.0,9.0,8-7,1.0,Tied,Nardi,McGough,Scott,2:33,D,11038.0,1.09,-2,
2023-04-16,ARI,@,MIA,W,5.0,0.0,9.0,9-7,1.0,up 1.0,Gallen,Alcántara,None,2:11,D,15314.0,1.07,1,
2023-04-17,ARI,@,STL,W,6.0,3.0,9.0,10-7,1.0,up 2.0,Kelly,Flaherty,Chafin,2:24,N,36405.0,1.08,2,
2023-04-18,ARI,@,STL,W,8.0,7.0,9.0,11-7,1.0,up 2.0,Nelson,Montgomery,Castro,3:06,N,36028.0,1.13,3,
2023-04-19,ARI,@,STL,L,5.0,14.0,9.0,11-8,1.0,up 2.0,Woodford,Bumgarner,None,2:59,D,39068.0,1.16,-1,
2023-04-20,ARI,Home,SDP,L,5.0,7.0,9.0,11-9,1.0,up 1.0,Honeywell,Nelson,Hader,2:58,N,16734.0,1.21,-2,
2023-04-21,ARI,Home,SDP,W,9.0,0.0,9.0,12-9,1.0,up 2.0,Gallen,Lugo,None,2:32,N,21308.0,1.17,1,
2023-04-22,ARI,Home,SDP,L,3.0,5.0,9.0,12-10,1.0,up 1.0,Musgrove,Kelly,Hader,2:48,N,28419.0,1.17,-1,
2023-04-23,ARI,Home,SDP,L,5.0,7.0,9.0,12-11,1.0,Tied,Darvish,Jameson,Hader,3:01,D,23655.0,1.16,-2,
2023-04-24,ARI,Home,KCR,W,5.0,4.0,9.0,13-11,1.0,up 0.5,Chafin,Chapman,None,2:56,N,9815.0,.99,1,
2023-04-25,ARI,Home,KCR,L,4.0,5.0,9.0,13-12,2.0,0.5,Singer,Nelson,Barlow,2:42,N,13835.0,1.04,-1,
2023-04-26,ARI,Home,KCR,W,2.0,0.0,9.0,14-12,1.0,up 0.5,Gallen,Yarbrough,Chafin,2:31,D,14343.0,.98,1,
2023-04-28,ARI,@,COL,W,9.0,1.0,9.0,15-12,1.0,up 1.0,Kelly,Freeland,None,2:46,N,24197.0,1.10,2,
2023-04-29,ARI,@,COL,W,11.0,4.0,9.0,16-12,1.0,up 1.0,Henry,Davis,None,2:50,N,34399.0,1.12,3,
2023-04-30,ARI,@,COL,L,4.0,12.0,9.0,16-13,1.0,Tied,Gomber,Nelson,None,2:31,D,31900.0,1.13,-1,
2023-05-02,ARI,@,TEX,L,4.0,6.0,9.0,16-14,2.0,1.5,Burke,McGough,Smith,2:57,N,23086.0,1.05,-2,
2023-05-03,ARI,@,TEX,W,12.0,7.0,9.0,17-14,2.0,1.5,Mantiply,Sborz,None,3:05,D,21427.0,1.06,1,
2023-05-05,ARI,Home,WSN,W,3.0,1.0,9.0,18-14,2.0,0.5,Kelly,Gray,Chafin,2:12,N,16384.0,1.13,2,
2023-05-06,ARI,Home,WSN,W-wo,8.0,7.0,9.0,19-14,2.0,0.5,Castro,Finnegan,None,2:49,N,27345.0,1.17,3,
2023-05-07,ARI,Home,WSN,L,8.0,9.0,9.0,19-15,2.0,1.5,Ramírez,Castro,Harvey,3:18,D,17174.0,1.18,-1,
2023-05-08,ARI,Home,MIA,W,5.0,2.0,9.0,20-15,2.0,0.5,Gallen,Garrett,None,2:33,N,9071.0,1.14,1,
2023-05-09,ARI,Home,MIA,L,2.0,6.0,9.0,20-16,2.0,1.5,Luzardo,Pfaadt,None,2:29,N,13608.0,1.21,-1,
2023-05-10,ARI,Home,MIA,L,4.0,5.0,9.0,20-17,2.0,2.5,Floro,Chafin,Puk,2:45,D,10482.0,1.18,-2,
2023-05-11,ARI,Home,SFG,L,2.0,6.0,9.0,20-18,2.0,3.0,Cobb,Henry,None,2:45,N,15582.0,1.17,-3,
2023-05-12,ARI,Home,SFG,W,7.0,5.0,9.0,21-18,2.0,3.0,Misiewicz,Junis,Castro,2:56,N,19266.0,1.13,1,
2023-05-13,ARI,Home,SFG,W,7.0,2.0,9.0,22-18,2.0,3.0,Gallen,DeSclafani,None,2:34,N,25147.0,1.18,2,
2023-05-14,ARI,Home,SFG,W-wo,2.0,1.0,9.0,23-18,2.0,3.0,Castro,Rogers,None,2:24,D,26267.0,1.24,3,
2023-05-15,ARI,@,OAK,W,5.0,2.0,9.0,24-18,2.0,3.0,Kelly,Rucinski,Chafin,2:35,N,2064.0,1.17,4,
2023-05-16,ARI,@,OAK,L-wo,8.0,9.0,12.0,24-19,2.0,3.0,Pruitt,McGough,None,4:09,N,3261.0,1.14,-1,
2023-05-17,ARI,@,OAK,W,5.0,3.0,9.0,25-19,2.0,3.0,Ruiz,Fujinami,Castro,2:51,D,4159.0,1.17,1,
2023-05-19,ARI,@,PIT,L,3.0,13.0,9.0,25-20,2.0,3.5,Oviedo,Gallen,None,2:59,N,25903.0,1.28,-1,
2023-05-20,ARI,@,PIT,W,4.0,3.0,9.0,26-20,2.0,2.5,Nelson,Stephenson,Castro,2:35,D,22876.0,1.24,1,
2023-05-21,ARI,@,PIT,W,8.0,3.0,9.0,27-20,2.0,1.5,Kelly,Moreta,None,2:54,D,21418.0,1.32,2,
2023-05-22,ARI,@,PHI,W,6.0,3.0,9.0,28-20,2.0,1.5,Henry,Wheeler,Chafin,2:57,N,34040.0,1.33,3,
2023-05-23,ARI,@,PHI,W,4.0,3.0,9.0,29-20,2.0,1.5,Castro,Domínguez,None,2:47,N,33420.0,1.29,4,
2023-05-24,ARI,@,PHI,L-wo,5.0,6.0,10.0,29-21,2.0,1.5,Kimbrel,Ruiz,None,3:32,D,41544.0,1.25,-1,
2023-05-26,ARI,Home,BOS,L,2.0,7.0,9.0,29-22,2.0,1.5,Sale,Pfaadt,None,2:45,N,25467.0,1.27,-2,
2023-05-27,ARI,Home,BOS,L,1.0,2.0,9.0,29-23,2.0,2.5,Whitlock,Davies,Jansen,2:49,D,29142.0,1.27,-3,
2023-05-28,ARI,Home,BOS,W,4.0,2.0,9.0,30-23,2.0,1.5,Kelly,Houck,Castro,2:43,D,26051.0,1.23,1,
2023-05-29,ARI,Home,COL,W,7.0,5.0,9.0,31-23,2.0,1.5,Nelson,Kauffmann,Chafin,2:43,D,15304.0,1.31,2,
2023-05-30,ARI,Home,COL,W,5.0,1.0,9.0,32-23,2.0,1.5,Gallen,Freeland,None,2:27,N,11146.0,1.34,3,
2023-05-31,ARI,Home,COL,W,6.0,0.0,9.0,33-23,2.0,0.5,Henry,Lamet,None,2:38,N,11844.0,1.28,4,
2023-06-01,ARI,Home,COL,W-wo,5.0,4.0,9.0,34-23,1.0,Tied,Ginkel,Johnson,None,2:53,D,16492.0,1.25,5,
2023-06-02,ARI,Home,ATL,W,3.0,2.0,9.0,35-23,1.0,Tied,Kelly,Morton,Castro,2:11,N,27469.0,1.33,6,
2023-06-03,ARI,Home,ATL,L,2.0,5.0,9.0,35-24,1.0,Tied,Strider,Nelson,Iglesias,2:44,N,36529.0,1.31,-1,
2023-06-04,ARI,Home,ATL,L,5.0,8.0,9.0,35-25,1.0,Tied,Minter,Castro,Iglesias,3:13,D,32401.0,1.36,-2,
2023-06-06,ARI,@,WSN,W,10.0,5.0,9.0,36-25,1.0,up 1.0,Ruiz,Ramírez,None,2:58,N,24743.0,1.32,1,
2023-06-07,ARI,@,WSN,W,6.0,2.0,9.0,37-25,1.0,up 2.0,Davies,Corbin,None,2:32,N,18180.0,1.25,2,
2023-06-09,ARI,@,DET,W,11.0,6.0,9.0,38-25,1.0,up 2.5,Kelly,Lorenzen,None,2:45,N,19664.0,1.26,3,
2023-06-10,ARI,@,DET,W,5.0,0.0,9.0,39-25,1.0,up 2.5,Nelson,Boyd,None,2:30,D,31607.0,1.23,4,
2023-06-11,ARI,@,DET,W,7.0,5.0,9.0,40-25,1.0,up 3.5,Ginkel,Foley,McGough,2:57,D,17956.0,1.21,5,
2023-06-12,ARI,Home,PHI,W,9.0,8.0,9.0,41-25,1.0,up 4.0,Jameson,Covey,Castro,3:11,N,18432.0,1.24,6,
2023-06-13,ARI,Home,PHI,L,3.0,15.0,9.0,41-26,1.0,up 3.0,Wheeler,Davies,Ortiz,2:43,N,20186.0,1.15,-1,
2023-06-14,ARI,Home,PHI,L,3.0,4.0,10.0,41-27,1.0,up 3.0,Kimbrel,McGough,Alvarado,2:54,N,20286.0,1.24,-2,
2023-06-15,ARI,Home,PHI,L,4.0,5.0,9.0,41-28,1.0,up 2.0,Nola,Nelson,Kimbrel,2:55,D,23032.0,1.32,-3,
2023-06-16,ARI,Home,CLE,W,5.0,1.0,9.0,42-28,1.0,up 3.0,Gallen,Toussaint,None,2:35,N,27203.0,1.34,1,
2023-06-17,ARI,Home,CLE,W,6.0,3.0,9.0,43-28,1.0,up 4.0,Castro,Bieber,McGough,2:23,N,25471.0,1.31,2,
2023-06-18,ARI,Home,CLE,L,3.0,12.0,9.0,43-29,1.0,up 3.5,Bibee,Davies,None,3:06,D,42031.0,1.27,-1,
2023-06-19,ARI,@,MIL,W,9.0,1.0,9.0,44-29,1.0,up 3.5,Kelly,Burnes,None,2:27,N,24257.0,1.41,1,
2023-06-20,ARI,@,MIL,L,5.0,7.0,9.0,44-30,1.0,up 2.5,Wilson,Adams,Williams,2:31,N,27048.0,1.37,-1,
2023-06-21,ARI,@,MIL,W,5.0,1.0,9.0,45-30,1.0,up 2.5,Gallen,Peguero,McGough,2:45,D,31397.0,1.40,1,
2023-06-22,ARI,@,WSN,W,5.0,3.0,9.0,46-30,1.0,up 3.5,Henry,Irvin,McGough,2:33,D,13251.0,1.34,2,
2023-06-23,ARI,@,SFG,L,5.0,8.0,9.0,46-31,1.0,up 2.5,Webb,Davies,Doval,2:25,N,31992.0,1.56,-1,
2023-06-24,ARI,@,SFG,L,6.0,7.0,9.0,46-32,1.0,up 1.5,Rogers,Kelly,Doval,2:39,D,34343.0,1.65,-2,
2023-06-25,ARI,@,SFG,W,5.0,2.0,9.0,47-32,1.0,up 2.5,Nelson,DeSclafani,McGough,2:45,D,35766.0,1.64,1,
2023-06-27,ARI,Home,TBR,W,8.0,4.0,9.0,48-32,1.0,up 2.5,Gallen,Bradley,None,2:26,N,23351.0,1.30,2,
2023-06-28,ARI,Home,TBR,L,2.0,3.0,9.0,48-33,1.0,up 2.5,Poche,McGough,Fairbanks,2:12,N,20858.0,1.29,-1,
2023-06-29,ARI,Home,TBR,L,1.0,6.0,9.0,48-34,1.0,up 2.0,Chirinos,Pfaadt,None,2:36,D,22127.0,1.31,-2,
2023-06-30,ARI,@,LAA,W,6.0,2.0,9.0,49-34,1.0,up 2.0,Henry,Canning,None,2:47,N,34957.0,1.34,1,
2023-07-01,ARI,@,LAA,W,3.0,1.0,9.0,50-34,1.0,up 3.0,Nelson,Bachman,McGough,2:40,N,44472.0,1.33,2,
2023-07-02,ARI,@,LAA,L,2.0,5.0,9.0,50-35,1.0,up 3.0,Detmers,Gallen,Estévez,2:21,D,29167.0,1.29,-1,
2023-07-04,ARI,Home,NYM,L,5.0,8.0,9.0,50-36,1.0,up 2.5,Scherzer,Castro,Robertson,3:01,D,41670.0,1.33,-2,
2023-07-05,ARI,Home,NYM,L,1.0,2.0,9.0,50-37,1.0,up 1.5,Senga,Chafin,Robertson,2:37,N,18152.0,1.42,-3,
2023-07-06,ARI,Home,NYM,L,0.0,9.0,9.0,50-38,1.0,up 0.5,Carrasco,Nelson,None,2:37,N,18514.0,1.47,-4,
2023-07-07,ARI,Home,PIT,W,7.0,3.0,9.0,51-38,1.0,up 0.5,Gallen,Hill,None,2:41,N,26837.0,1.47,1,
2023-07-08,ARI,Home,PIT,W-wo,3.0,2.0,10.0,52-38,1.0,up 0.5,McGough,Bednar,None,2:34,D,31801.0,1.47,2,
2023-07-09,ARI,Home,PIT,L,2.0,4.0,9.0,52-39,1.0,Tied,Bido,Davies,Bednar,2:23,D,30021.0,1.42,-1,
2023-07-14,ARI,@,TOR,L,2.0,7.0,9.0,52-40,2.0,1.0,Richards,Nelson,None,2:55,N,38617.0,1.42,-2,
2023-07-15,ARI,@,TOR,L,2.0,5.0,9.0,52-41,2.0,2.0,Bassitt,Gallen,García,2:36,D,42328.0,1.47,-3,
2023-07-16,ARI,@,TOR,L,5.0,7.0,9.0,52-42,3.0,2.0,Jackson,Henry,Swanson,3:09,D,41794.0,1.40,-4,
2023-07-18,ARI,@,ATL,W,16.0,13.0,9.0,53-42,3.0,2.5,Castro,Iglesias,Ginkel,3:05,N,41100.0,1.43,1,
2023-07-19,ARI,@,ATL,W,5.0,3.0,9.0,54-42,2.0,1.5,Nelson,Morton,Ginkel,2:26,N,41992.0,1.46,2,
2023-07-20,ARI,@,ATL,L,5.0,7.0,9.0,54-43,2.0,2.0,Yates,Castro,Iglesias,2:29,D,38791.0,1.44,-1,
2023-07-21,ARI,@,CIN,L,6.0,9.0,9.0,54-44,2.0,3.0,Young,Henry,Díaz,3:06,N,31824.0,1.56,-2,
2023-07-22,ARI,@,CIN,L,2.0,4.0,9.0,54-45,2.0,4.0,Williamson,Pfaadt,Díaz,2:20,D,40625.0,1.58,-3,
2023-07-23,ARI,@,CIN,L,3.0,7.0,9.0,54-46,2.0,4.0,Law,Gilbert,Sims,2:45,D,30811.0,1.50,-4,
2023-07-24,ARI,Home,STL,L,6.0,10.0,9.0,54-47,2.0,4.0,Gallegos,Chafin,None,2:59,N,23184.0,1.39,-5,
2023-07-25,ARI,Home,STL,W,3.0,1.0,9.0,55-47,2.0,4.0,Nelson,Romero,Ginkel,2:23,N,23572.0,1.37,1,
2023-07-26,ARI,Home,STL,L,7.0,11.0,9.0,55-48,3.0,4.0,Pallante,Gallen,None,3:09,D,22457.0,1.41,-1,
2023-07-28,ARI,Home,SEA,L,2.0,5.0,9.0,55-49,3.0,4.0,Gilbert,Henry,Sewald,2:53,N,31697.0,1.39,-2,
2023-07-29,ARI,Home,SEA,W,4.0,3.0,9.0,56-49,3.0,4.0,Ginkel,Muñoz,McGough,2:47,N,44472.0,1.31,1,
2023-07-30,ARI,Home,SEA,L,0.0,4.0,9.0,56-50,3.0,4.0,Castillo,Kelly,None,2:33,D,35295.0,1.37,-1,
2023-07-31,ARI,@,SFG,W,4.0,3.0,11.0,57-50,3.0,3.5,Ginkel,Rogers,McGough,2:55,N,28404.0,1.58,1,
2023-08-01,ARI,@,SFG,L,3.0,4.0,9.0,57-51,3.0,4.5,Walker,Castro,Manaea,2:22,N,25806.0,1.73,-1,
2023-08-02,ARI,@,SFG,L,2.0,4.0,9.0,57-52,3.0,5.5,Webb,Gilbert,Doval,2:13,N,28956.0,1.57,-2,
2023-08-03,ARI,@,SFG,L,0.0,1.0,9.0,57-53,3.0,6.5,Beck,Pfaadt,Doval,2:05,D,33087.0,1.45,-3,
2023-08-04,ARI,@,MIN,L,2.0,3.0,9.0,57-54,3.0,7.5,Thielbar,McGough,Durán,2:47,N,29408.0,1.15,-4,
2023-08-05,ARI,@,MIN,L,1.0,12.0,9.0,57-55,3.0,7.5,Maeda,Nelson,None,2:28,N,34044.0,1.05,-5,
2023-08-06,ARI,@,MIN,L-wo,3.0,5.0,9.0,57-56,3.0,8.5,Thielbar,Sewald,None,2:40,D,24778.0,1.02,-6,
2023-08-08,ARI,Home,LAD,L,4.0,5.0,9.0,57-57,3.0,10.0,Urías,Pfaadt,Phillips,2:59,N,29861.0,.99,-7,
2023-08-09,ARI,Home,LAD,L,0.0,2.0,9.0,57-58,3.0,11.0,Ferguson,Nelson,Phillips,2:39,N,27485.0,.85,-8,
2023-08-11,ARI,Home,SDP,L,5.0,10.0,9.0,57-59,3.0,12.5,Snell,Nelson,None,3:06,N,26210.0,.72,-9,
2023-08-12,ARI,Home,SDP,W,3.0,0.0,9.0,58-59,3.0,12.5,Gallen,Hill,Sewald,2:23,N,41351.0,.62,1,
2023-08-13,ARI,Home,SDP,W,5.0,4.0,9.0,59-59,3.0,12.5,Nelson,Suarez,Sewald,2:48,D,29277.0,.68,2,
2023-08-14,ARI,@,COL,L,4.0,6.0,9.0,59-60,3.0,13.0,Koch,Mantiply,Lawrence,2:19,N,24157.0,.69,-1,
2023-08-15,ARI,@,COL,W,8.0,5.0,9.0,60-60,3.0,13.0,Ginkel,Lawrence,Sewald,2:47,N,23644.0,.61,1,
2023-08-16,ARI,@,COL,W,9.0,7.0,9.0,61-60,3.0,13.0,Nelson,Kinley,Sewald,3:16,D,22824.0,.77,2,
2023-08-17,ARI,@,SDP,W,3.0,1.0,9.0,62-60,3.0,13.0,Gallen,Hill,Martinez,2:21,N,38020.0,.89,3,
2023-08-18,ARI,@,SDP,L,0.0,4.0,9.0,62-61,3.0,13.0,Suarez,Castro,None,2:29,N,40945.0,.97,-1,
2023-08-19,ARI,@,SDP,W,6.0,4.0,9.0,63-61,3.0,13.0,Kelly,Waldron,Sewald,3:22,D,34220.0,.92,1,
2023-08-19,ARI,@,SDP,W,8.0,1.0,9.0,64-61,3.0,13.0,Jarvis,Darvish,None,3:07,N,41074.0,1.01,2,
2023-08-21,ARI,Home,TEX,W-wo,4.0,3.0,11.0,65-61,3.0,12.5,Ginkel,Smith,None,2:53,N,21829.0,1.04,3,
2023-08-22,ARI,Home,TEX,W,6.0,3.0,9.0,66-61,2.0,11.5,Gallen,Gray,Sewald,2:50,N,19003.0,1.09,4,
2023-08-24,ARI,Home,CIN,W,3.0,2.0,9.0,67-61,2.0,12.0,Castro,Young,Sewald,2:46,N,18827.0,1.34,5,
2023-08-25,ARI,Home,CIN,W,10.0,8.0,9.0,68-61,2.0,12.0,Pfaadt,Greene,Ginkel,3:06,N,29500.0,1.36,6,
2023-08-26,ARI,Home,CIN,L,7.0,8.0,11.0,68-62,2.0,12.0,Díaz,Crismatt,Sims,3:35,N,34028.0,1.43,-1,
2023-08-27,ARI,Home,CIN,W,5.0,2.0,9.0,69-62,2.0,12.0,McGough,Gibaut,Thompson,2:36,D,26574.0,1.43,1,
2023-08-28,ARI,@,LAD,L,4.0,7.0,9.0,69-63,2.0,13.0,Miller,Gallen,Ferguson,2:24,N,36521.0,1.13,-1,
2023-08-29,ARI,@,LAD,L,1.0,9.0,9.0,69-64,3.0,14.0,Kershaw,Kelly,None,2:30,N,42323.0,1.13,-2,
2023-08-30,ARI,@,LAD,L,0.0,7.0,9.0,69-65,3.0,15.0,Pepiot,Pfaadt,Yarbrough,2:42,N,50953.0,1.09,-3,
2023-09-01,ARI,Home,BAL,W,4.0,2.0,9.0,70-65,2.0,13.5,Davies,Irvin,Sewald,2:40,N,18248.0,1.05,1,
2023-09-02,ARI,Home,BAL,L,3.0,7.0,9.0,70-66,2.0,13.5,Bradish,Cecconi,None,2:49,N,34118.0,1.14,-1,
2023-09-03,ARI,Home,BAL,L,5.0,8.0,9.0,70-67,2.0,14.5,Coulombe,Gallen,None,3:06,D,24284.0,1.08,-2,
2023-09-04,ARI,Home,COL,W,4.0,2.0,9.0,71-67,2.0,14.0,Kelly,Lambert,Sewald,2:18,D,18097.0,1.00,1,
2023-09-05,ARI,Home,COL,L,2.0,3.0,9.0,71-68,2.0,14.0,Freeland,Pfaadt,Kinley,2:38,N,12994.0,1.03,-1,
2023-09-06,ARI,Home,COL,W,12.0,5.0,9.0,72-68,2.0,13.0,Jarvis,Flexen,None,3:01,D,11044.0,.87,1,
2023-09-07,ARI,@,CHC,W,6.0,2.0,9.0,73-68,2.0,13.0,Nelson,Assad,Sewald,2:34,N,28814.0,1.26,2,
2023-09-08,ARI,@,CHC,W,1.0,0.0,9.0,74-68,2.0,13.0,Gallen,Cuas,None,2:16,D,31846.0,1.50,3,
2023-09-09,ARI,@,CHC,W,3.0,2.0,10.0,75-68,2.0,12.0,Ginkel,Palencia,Sewald,3:12,D,40391.0,1.64,4,
2023-09-10,ARI,@,CHC,L,2.0,5.0,9.0,75-69,2.0,13.0,Hendricks,Mantiply,Merryweather,2:17,D,35431.0,1.73,-1,
2023-09-11,ARI,@,NYM,W,4.0,3.0,9.0,76-69,2.0,12.0,Ginkel,Smith,Sewald,2:50,N,25230.0,1.40,1,
2023-09-12,ARI,@,NYM,L,4.0,7.0,9.0,76-70,2.0,13.0,Butto,Nelson,Ottavino,2:53,N,33506.0,1.45,-1,
2023-09-13,ARI,@,NYM,L,1.0,7.0,9.0,76-71,2.0,13.0,Lucchesi,Gallen,None,2:45,N,22026.0,1.49,-2,
2023-09-14,ARI,@,NYM,L,1.0,11.0,9.0,76-72,2.0,13.5,Senga,Kelly,None,2:38,D,22879.0,1.46,-3,
2023-09-15,ARI,Home,CHC,W,6.0,4.0,9.0,77-72,2.0,13.5,Pfaadt,Steele,None,2:14,N,32864.0,1.74,1,
2023-09-16,ARI,Home,CHC,W-wo,7.0,6.0,13.0,78-72,2.0,13.5,Mantiply,Wesneski,None,4:24,N,35193.0,2.04,2,
2023-09-17,ARI,Home,CHC,W,6.0,2.0,9.0,79-72,2.0,13.5,Frías,Wicks,None,3:09,D,26307.0,2.27,3,
2023-09-19,ARI,Home,SFG,W,8.0,4.0,9.0,80-72,2.0,14.0,Gallen,Cobb,None,2:39,N,26093.0,2.00,4,
2023-09-20,ARI,Home,SFG,W,7.0,1.0,9.0,81-72,2.0,13.0,Kelly,Webb,None,2:30,D,16848.0,1.94,5,
2023-09-22,ARI,@,NYY,L,1.0,7.0,9.0,81-73,2.0,13.5,Weaver,Pfaadt,Brito,2:21,N,39143.0,1.10,-1,
2023-09-24,ARI,@,NYY,W,7.0,1.0,9.0,82-73,2.0,14.0,Gallen,Rodón,None,3:02,D,39018.0,1.38,1,
2023-09-25,ARI,@,NYY,L,4.0,6.0,9.0,82-74,2.0,14.5,Hamilton,Ginkel,Holmes,3:01,D,41096.0,1.28,-1,
2023-09-26,ARI,@,CHW,W,15.0,4.0,9.0,83-74,2.0,14.0,Nelson,Ureña,None,2:55,N,14339.0,1.74,1,
2023-09-27,ARI,@,CHW,W,3.0,0.0,9.0,84-74,2.0,14.0,Pfaadt,Patiño,Sewald,2:28,D,14790.0,1.09,2,
2023-09-28,ARI,@,CHW,L,1.0,3.0,9.0,84-75,2.0,14.0,Banks,Jarvis,Shaw,2:16,D,23522.0,.25,-1,
2023-09-29,ARI,Home,HOU,L,1.0,2.0,9.0,84-76,2.0,15.0,Urquidy,Gallen,Pressly,2:30,N,36133.0,.18,-2,
2023-09-30,ARI,Home,HOU,L,0.0,1.0,9.0,84-77,2.0,15.0,Verlander,Kelly,Abreu,2:51,N,36789.0,.56,-3,
2023-10-01,ARI,Home,HOU,L,1.0,8.0,9.0,84-78,2.0,16.0,Javier,Nelson,None,2:40,D,30703.0,.12,-4,
2023-03-30,ATL,@,WSN,W,7.0,2.0,9.0,1-0,1.0,Tied,Luetge,Corbin,None,3:07,D,35756.0,.99,1,
2023-04-01,ATL,@,WSN,W,7.0,1.0,9.0,2-0,1.0,up 0.5,Strider,Gray,None,2:21,D,27529.0,1.08,2,
2023-04-02,ATL,@,WSN,L,1.0,4.0,9.0,2-1,2.0,0.5,Gore,Shuster,Finnegan,2:17,D,21440.0,1.09,-1,
2023-04-03,ATL,@,STL,W,8.0,4.0,9.0,3-1,1.0,up 0.5,Morton,Woodford,None,2:46,N,37689.0,1.00,1,
2023-04-04,ATL,@,STL,W,4.0,1.0,9.0,4-1,1.0,up 1.5,Dodd,Matz,Minter,2:20,N,36501.0,1.06,2,
2023-04-05,ATL,@,STL,W,5.0,2.0,9.0,5-1,1.0,up 2.5,Elder,Mikolas,Chavez,2:27,D,36300.0,1.09,3,
2023-04-06,ATL,Home,SDP,W-wo,7.0,6.0,9.0,6-1,1.0,up 3.0,Minter,Crismatt,None,3:14,N,42803.0,1.13,4,
2023-04-07,ATL,Home,SDP,L,4.0,5.0,9.0,6-2,1.0,up 2.0,Honeywell,Tonkin,Hader,3:01,N,41963.0,1.17,-1,
2023-04-08,ATL,Home,SDP,L,1.0,4.0,9.0,6-3,1.0,up 1.0,Wacha,Morton,Hader,2:55,N,40154.0,1.14,-2,
2023-04-09,ATL,Home,SDP,L,2.0,10.0,9.0,6-4,1.0,up 1.0,Lugo,Dodd,None,2:50,N,40138.0,1.11,-3,
2023-04-10,ATL,Home,CIN,W-wo,5.0,4.0,10.0,7-4,1.0,up 1.0,Lee,Law,None,2:47,N,30237.0,1.07,1,
2023-04-11,ATL,Home,CIN,W,7.0,6.0,9.0,8-4,1.0,up 2.0,Tonkin,Cessa,Anderson,2:44,N,33559.0,1.12,2,
2023-04-12,ATL,Home,CIN,W,5.0,4.0,9.0,9-4,1.0,up 2.0,Yates,Farmer,Minter,2:32,N,30648.0,1.12,3,
2023-04-14,ATL,@,KCR,W,10.0,3.0,9.0,10-4,1.0,up 2.0,Morton,Singer,None,2:22,N,20186.0,1.08,4,
2023-04-15,ATL,@,KCR,W,9.0,3.0,9.0,11-4,1.0,up 2.0,Elder,Bubic,None,2:48,D,17644.0,1.16,5,
2023-04-16,ATL,@,KCR,W,5.0,4.0,9.0,12-4,1.0,up 2.0,Anderson,Barlow,Minter,2:21,D,22040.0,1.15,6,
2023-04-17,ATL,@,SDP,W,2.0,0.0,9.0,13-4,1.0,up 2.0,Fried,Weathers,Minter,2:22,N,31846.0,1.21,7,
2023-04-18,ATL,@,SDP,W,8.0,1.0,9.0,14-4,1.0,up 3.0,Strider,Snell,None,2:32,N,42693.0,1.21,8,
2023-04-19,ATL,@,SDP,L,0.0,1.0,9.0,14-5,1.0,up 2.0,Martínez,Morton,Hader,2:13,D,29581.0,1.22,-1,
2023-04-21,ATL,Home,HOU,L,4.0,6.0,9.0,14-6,1.0,up 0.5,Neris,Minter,Pressly,2:50,N,41397.0,1.15,-2,
