Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
2023-08-02,COL,Home,SDP,L,1.0,11.0,9.0,42-66,5.0,20.0,Kerr,Freeland,None,2:56,D,28437.0,.00,-2,
2023-08-04,COL,@,STL,W,9.0,4.0,9.0,43-66,5.0,20.5,Flexen,Wainwright,None,2:43,N,38559.0,.00,1,
2023-08-05,COL,@,STL,L,2.0,6.0,9.0,43-67,5.0,20.5,Matz,Blach,None,2:27,N,38121.0,.00,-1,
2023-08-06,COL,@,STL,W,1.0,0.0,9.0,44-67,5.0,20.5,Gomber,Thompson,Lawrence,2:36,D,40051.0,.00,1,
2023-08-07,COL,@,MIL,L,1.0,12.0,9.0,44-68,5.0,21.5,Peralta,Lambert,None,2:24,N,24759.0,.00,-1,
2023-08-08,COL,@,MIL,W,7.0,3.0,10.0,45-68,5.0,21.5,Koch,Chafin,None,2:47,N,25365.0,.00,1,
2023-08-09,COL,@,MIL,L-wo,6.0,7.0,10.0,45-69,5.0,22.5,Wilson,Lawrence,None,2:52,D,35173.0,.00,-1,
2023-08-10,COL,@,LAD,L,1.0,2.0,9.0,45-70,5.0,23.5,Yarbrough,Doyle,Graterol,2:14,N,45933.0,.00,-2,
2023-08-11,COL,@,LAD,L,1.0,6.0,9.0,45-71,5.0,24.5,Lynn,Gomber,None,2:47,N,49315.0,.00,-3,
2023-08-12,COL,@,LAD,L,1.0,4.0,9.0,45-72,5.0,25.5,Gonsolin,Lambert,Phillips,2:13,N,52515.0,.00,-4,
2023-08-13,COL,@,LAD,L,3.0,8.0,9.0,45-73,5.0,26.5,Urías,Freeland,None,2:41,D,45904.0,.00,-5,
2023-08-14,COL,Home,ARI,W,6.0,4.0,9.0,46-73,5.0,26.0,Koch,Mantiply,Lawrence,2:19,N,24157.0,.00,1,
2023-08-15,COL,Home,ARI,L,5.0,8.0,9.0,46-74,5.0,27.0,Ginkel,Lawrence,Sewald,2:47,N,23644.0,.00,-1,
2023-08-16,COL,Home,ARI,L,7.0,9.0,9.0,46-75,5.0,28.0,Nelson,Kinley,Sewald,3:16,D,22824.0,.00,-2,
2023-08-18,COL,Home,CHW,W,14.0,1.0,9.0,47-75,5.0,27.5,Lambert,Kopech,None,2:17,N,35249.0,.00,1,
2023-08-19,COL,Home,CHW,W,11.0,5.0,9.0,48-75,5.0,28.0,Freeland,Scholtens,None,2:52,N,46601.0,.00,2,
2023-08-20,COL,Home,CHW,L,5.0,10.0,9.0,48-76,5.0,28.5,Bummer,Koch,None,3:04,D,40151.0,.00,-1,
2023-08-22,COL,@,TBR,L,4.0,12.0,9.0,48-77,5.0,28.5,Kittredge,Suter,None,2:46,N,10235.0,.00,-2,
2023-08-23,COL,@,TBR,L-wo,5.0,6.0,10.0,48-78,5.0,29.5,Fairbanks,Suter,None,2:47,N,12001.0,.00,-3,
2023-08-24,COL,@,TBR,L,3.0,5.0,9.0,48-79,5.0,30.5,Adam,Koch,Fairbanks,2:40,D,9972.0,.00,-4,
2023-08-25,COL,@,BAL,L,4.0,5.0,9.0,48-80,5.0,31.5,Fujinami,Suter,Coulombe,2:20,N,28872.0,.00,-5,
2023-08-26,COL,@,BAL,L,4.0,5.0,9.0,48-81,5.0,31.5,Bradish,Flexen,Cano,2:51,N,42535.0,.00,-6,
2023-08-27,COL,@,BAL,W,4.0,3.0,9.0,49-81,5.0,31.5,Lawrence,Cano,None,2:24,D,30773.0,.00,1,
2023-08-28,COL,Home,ATL,L,4.0,14.0,9.0,49-82,5.0,32.5,Elder,Kauffmann,None,2:54,N,27024.0,.00,-1,
2023-08-29,COL,Home,ATL,L,1.0,3.0,9.0,49-83,5.0,33.5,Morton,Lambert,Iglesias,2:36,N,25244.0,.00,-2,
2023-08-30,COL,Home,ATL,L,3.0,7.0,9.0,49-84,5.0,34.5,Vines,Freeland,None,2:35,N,27425.0,.00,-3,
2023-09-01,COL,Home,TOR,L,9.0,13.0,9.0,49-85,5.0,34.0,Hicks,Bird,None,3:10,N,27397.0,.00,-4,
2023-09-02,COL,Home,TOR,W,8.0,7.0,9.0,50-85,5.0,33.0,Blach,Kikuchi,Kinley,3:05,N,40445.0,.00,1,
2023-09-03,COL,Home,TOR,L,5.0,7.0,9.0,50-86,5.0,34.0,Green,Lawrence,Romano,3:13,D,32283.0,.00,-1,
2023-09-04,COL,@,ARI,L,2.0,4.0,9.0,50-87,5.0,34.5,Kelly,Lambert,Sewald,2:18,D,18097.0,.00,-2,
2023-09-05,COL,@,ARI,W,3.0,2.0,9.0,51-87,5.0,33.5,Freeland,Pfaadt,Kinley,2:38,N,12994.0,.00,1,
2023-09-06,COL,@,ARI,L,5.0,12.0,9.0,51-88,5.0,33.5,Jarvis,Flexen,None,3:01,D,11044.0,.00,-1,
2023-09-08,COL,@,SFG,L,8.0,9.0,9.0,51-89,5.0,35.0,Brebbia,Bird,Doval,2:53,N,32448.0,.00,-2,
2023-09-09,COL,@,SFG,L,1.0,9.0,9.0,51-90,5.0,35.0,Webb,Anderson,None,2:44,N,34290.0,.00,-3,
2023-09-10,COL,@,SFG,L,3.0,6.0,9.0,51-91,5.0,36.0,Winn,Lambert,Doval,2:32,N,33781.0,.00,-4,
2023-09-11,COL,Home,CHC,L,4.0,5.0,9.0,51-92,5.0,36.0,Smyly,Kinley,Fulmer,2:58,N,30620.0,.00,-5,
2023-09-12,COL,Home,CHC,W,6.0,4.0,9.0,52-92,5.0,36.0,Bird,Palencia,Lawrence,2:55,N,32058.0,.00,1,
2023-09-13,COL,Home,CHC,W,7.0,3.0,9.0,53-92,5.0,35.0,Blach,Taillon,Kinley,2:44,D,32171.0,.00,2,
2023-09-15,COL,Home,SFG,W-wo,3.0,2.0,9.0,54-92,5.0,35.0,Koch,Doval,None,2:26,N,38253.0,.00,3,
2023-09-16,COL,Home,SFG,W,9.0,5.0,9.0,55-92,5.0,34.5,Kauffmann,Walker,Hollowell,2:56,D,22101.0,.00,4,
2023-09-16,COL,Home,SFG,W,5.0,2.0,9.0,56-92,5.0,34.5,Vodnik,Alexander,Kinley,2:37,N,43885.0,.00,5,
2023-09-17,COL,Home,SFG,L,10.0,11.0,9.0,56-93,5.0,35.5,Manaea,Flexen,Rogers,3:17,D,30619.0,.00,-1,
2023-09-18,COL,@,SDP,L,9.0,11.0,9.0,56-94,5.0,36.5,Wacha,Blach,Hader,3:13,N,42062.0,.00,-2,
2023-09-19,COL,@,SDP,L-wo,0.0,2.0,9.0,56-95,5.0,37.5,Hader,Kinley,None,2:43,N,39809.0,.00,-3,
2023-09-20,COL,@,SDP,L,2.0,3.0,9.0,56-96,5.0,37.5,García,Anderson,Hader,2:26,D,35479.0,.00,-4,
2023-09-22,COL,@,CHC,L,0.0,6.0,9.0,56-97,5.0,38.0,Taillon,Davis,None,2:38,D,32150.0,.00,-5,
2023-09-23,COL,@,CHC,L,3.0,6.0,9.0,56-98,5.0,39.0,Assad,Mears,Cuas,2:55,D,38608.0,.00,-6,
2023-09-24,COL,@,CHC,L,3.0,4.0,9.0,56-99,5.0,40.0,Wicks,Blach,Merryweather,2:31,D,37060.0,.00,-7,
2023-09-26,COL,Home,LAD,W,4.0,1.0,9.0,57-99,5.0,40.0,Anderson,Ferguson,Kinley,2:42,D,24648.0,.00,1,
2023-09-26,COL,Home,LAD,L,2.0,11.0,9.0,57-100,5.0,40.0,Miller,Feltner,None,2:50,N,25133.0,.00,-1,
2023-09-27,COL,Home,LAD,L,2.0,8.0,9.0,57-101,5.0,41.0,Sheehan,Davis,None,2:53,N,26054.0,.00,-2,
2023-09-28,COL,Home,LAD,W,14.0,5.0,9.0,58-101,5.0,40.0,Flexen,Yarbrough,None,2:39,N,30129.0,.00,1,
2023-09-29,COL,Home,MIN,L,6.0,7.0,9.0,58-102,5.0,41.0,Funderburk,Kinley,Pagán,2:58,N,47272.0,.00,-1,
2023-09-30,COL,Home,MIN,L,6.0,14.0,9.0,58-103,5.0,41.0,Paddack,Kauffmann,None,2:57,N,40264.0,.00,-2,
2023-10-01,COL,Home,MIN,W-wo,3.0,2.0,11.0,59-103,5.0,41.0,Hollowell,Luplow,None,3:07,D,33375.0,.00,1,
2023-03-30,DET,@,TBR,L,0.0,4.0,9.0,0-1,3.0,1.0,McClanahan,Rodríguez,None,2:14,D,25025.0,.92,-1,
2023-04-01,DET,@,TBR,L,2.0,12.0,9.0,0-2,4.0,2.0,Eflin,Turnbull,None,2:48,D,20204.0,.93,-2,
2023-04-02,DET,@,TBR,L,1.0,5.0,9.0,0-3,4.0,3.0,Springs,Wentz,None,2:10,D,19425.0,.87,-3,
2023-04-03,DET,@,HOU,W,7.0,6.0,11.0,1-3,4.0,3.0,Wingenter,Neris,Hill,3:21,N,29272.0,.82,1,
2023-04-04,DET,@,HOU,W,6.0,3.0,9.0,2-3,3.0,2.0,Manning,Valdez,None,2:32,N,30613.0,.86,2,
2023-04-05,DET,@,HOU,L,2.0,8.0,9.0,2-4,4.0,2.5,Javier,Rodríguez,None,2:35,D,37932.0,.89,-1,
2023-04-06,DET,Home,BOS,L,3.0,6.0,9.0,2-5,4.0,3.0,Sale,Turnbull,Jansen,2:32,D,44650.0,.87,-2,
2023-04-08,DET,Home,BOS,L,5.0,14.0,9.0,2-6,5.0,4.0,Houck,Wentz,None,2:38,D,21835.0,.82,-3,
2023-04-09,DET,Home,BOS,L,1.0,4.0,9.0,2-7,5.0,4.0,Crawford,Boyd,Jansen,2:38,D,14885.0,.79,-4,
2023-04-11,DET,@,TOR,L,3.0,9.0,9.0,2-8,4.0,4.5,Pop,Manning,None,2:29,N,42053.0,.75,-5,
2023-04-12,DET,@,TOR,L-wo,3.0,4.0,10.0,2-9,5.0,5.5,Romano,Shreve,None,2:40,N,35300.0,.70,-6,
2023-04-13,DET,@,TOR,W,3.0,1.0,9.0,3-9,5.0,5.5,Turnbull,Bassitt,Lange,2:53,N,26192.0,.66,1,
2023-04-14,DET,Home,SFG,W-wo,7.0,5.0,11.0,4-9,4.0,5.5,Cisnero,Doval,None,3:50,N,15289.0,.62,2,
2023-04-15,DET,Home,SFG,W-wo,7.0,6.0,11.0,5-9,4.0,4.5,Shreve,Rogers,None,3:05,D,18344.0,.69,3,
2023-04-18,DET,Home,CLE,W-wo,4.0,3.0,9.0,6-9,3.0,2.5,Lange,Karinchak,None,2:23,D,,.81,4,
2023-04-18,DET,Home,CLE,W,1.0,0.0,9.0,7-9,3.0,2.5,Rodríguez,Battenfield,Foley,1:50,D,10099.0,.90,5,
2023-04-19,DET,Home,CLE,L,2.0,3.0,9.0,7-10,3.0,3.5,Quantrill,Turnbull,Clase,2:23,D,11230.0,.94,-1,
2023-04-21,DET,@,BAL,L-wo,1.0,2.0,9.0,7-11,3.0,3.0,Bautista,Foley,None,2:25,N,18772.0,.87,-2,
2023-04-22,DET,@,BAL,L,1.0,5.0,9.0,7-12,3.0,3.0,Gibson,Wentz,None,2:15,N,12194.0,.78,-3,
2023-04-23,DET,@,BAL,L-wo,1.0,2.0,10.0,7-13,3.0,4.0,Akin,Englert,None,2:44,D,36975.0,.76,-4,
2023-04-24,DET,@,MIL,W,4.0,2.0,9.0,8-13,3.0,4.0,Boyd,Rea,Lange,2:25,N,23201.0,.65,1,
2023-04-25,DET,@,MIL,W,4.0,3.0,9.0,9-13,3.0,4.0,Englert,Lauer,Foley,2:40,N,24924.0,.74,2,
2023-04-26,DET,@,MIL,L,2.0,6.0,9.0,9-14,3.0,4.0,Peralta,Lorenzen,None,2:27,D,25847.0,.79,-1,
2023-04-27,DET,Home,BAL,L,4.0,7.0,9.0,9-15,3.0,5.0,Baker,Shreve,Bautista,3:16,N,11599.0,.77,-2,
2023-04-29,DET,Home,BAL,W,7.0,4.0,9.0,10-15,3.0,5.0,Rodríguez,Kremer,Lange,2:41,D,17974.0,.72,1,
2023-04-29,DET,Home,BAL,L,4.0,6.0,9.0,10-16,3.0,5.0,Rodriguez,Boyd,Bautista,2:41,N,11048.0,.76,-1,
2023-04-30,DET,Home,BAL,L,3.0,5.0,9.0,10-17,3.0,6.0,Voth,Turnbull,Cano,2:46,D,13626.0,.69,-2,
2023-05-03,DET,Home,NYM,W,6.0,5.0,9.0,11-17,3.0,4.0,Alexander,Ottavino,Lange,2:04,D,11363.0,.61,1,
2023-05-03,DET,Home,NYM,W,8.0,1.0,9.0,12-17,3.0,4.0,Lorenzen,Scherzer,None,2:18,N,16734.0,.65,2,
2023-05-04,DET,Home,NYM,W,2.0,0.0,9.0,13-17,3.0,4.0,Rodríguez,Verlander,Lange,2:06,D,18369.0,.72,3,
2023-05-05,DET,@,STL,W,5.0,4.0,9.0,14-17,2.0,4.0,Boyd,Hicks,Lange,3:08,N,36359.0,.75,4,
2023-05-06,DET,@,STL,W,6.0,5.0,10.0,15-17,2.0,3.0,Cisnero,Gallegos,None,3:12,D,39512.0,.77,5,
2023-05-07,DET,@,STL,L,6.0,12.0,9.0,15-18,3.0,3.0,VerHagen,Englert,None,2:43,D,44465.0,.82,-1,
2023-05-08,DET,@,CLE,W,6.0,2.0,9.0,16-18,2.0,2.5,Wentz,Bibee,None,2:53,N,12509.0,.92,1,
2023-05-09,DET,@,CLE,L,0.0,2.0,9.0,16-19,3.0,2.5,Bieber,Lorenzen,Clase,2:30,N,13096.0,1.00,-1,
2023-05-10,DET,@,CLE,W,5.0,0.0,9.0,17-19,2.0,2.5,Rodríguez,Battenfield,None,2:01,D,16128.0,.98,1,
2023-05-12,DET,Home,SEA,L,2.0,9.0,9.0,17-20,2.0,3.0,Gonzales,Boyd,None,2:28,N,22116.0,.91,-1,
2023-05-13,DET,Home,SEA,L,0.0,5.0,9.0,17-21,3.0,4.0,Miller,Faedo,None,2:16,D,23511.0,.84,-2,
2023-05-14,DET,Home,SEA,W,5.0,3.0,9.0,18-21,3.0,4.0,Foley,Speier,Lange,2:50,D,20160.0,.79,1,
2023-05-16,DET,Home,PIT,W,4.0,0.0,9.0,19-21,2.0,3.5,Lorenzen,Ortiz,None,2:14,N,16484.0,.78,2,
2023-05-17,DET,Home,PIT,L,0.0,8.0,9.0,19-22,2.0,3.5,Hill,Rodríguez,None,2:23,D,14542.0,.82,-1,
2023-05-19,DET,@,WSN,W,8.0,6.0,9.0,20-22,2.0,2.5,Boyd,Irvin,Lange,2:47,N,19985.0,.76,1,
2023-05-20,DET,@,WSN,L,2.0,5.0,9.0,20-23,2.0,3.5,Corbin,Faedo,Finnegan,2:03,D,31721.0,.82,-1,
2023-05-21,DET,@,WSN,L,4.0,6.0,9.0,20-24,2.0,3.5,Gray,Wentz,Harvey,2:49,D,20580.0,.76,-2,
2023-05-22,DET,@,KCR,W,8.0,5.0,10.0,21-24,2.0,2.5,Lange,Barlow,Cisnero,3:22,N,14229.0,.73,1,
2023-05-23,DET,@,KCR,L,1.0,4.0,9.0,21-25,2.0,2.5,Cuas,Rodríguez,Chapman,2:30,N,13443.0,.78,-1,
2023-05-24,DET,@,KCR,W,6.0,4.0,9.0,22-25,2.0,2.5,Vest,Taylor,Lange,2:56,N,11898.0,.75,1,
2023-05-25,DET,Home,CHW,W,7.0,2.0,9.0,23-25,2.0,2.0,Faedo,Giolito,None,2:45,N,15003.0,.83,2,
2023-05-26,DET,Home,CHW,L,3.0,12.0,9.0,23-26,2.0,2.0,Lynn,Wentz,None,2:41,N,21701.0,.89,-1,
2023-05-27,DET,Home,CHW,W,7.0,3.0,9.0,24-26,2.0,2.0,Foley,Kelly,None,2:36,D,24685.0,.85,1,
2023-05-28,DET,Home,CHW,W-wo,6.0,5.0,10.0,25-26,2.0,1.0,Lange,López,None,3:13,D,22644.0,.87,2,
2023-05-29,DET,Home,TEX,L,0.0,5.0,9.0,25-27,2.0,2.0,Eovaldi,Boyd,None,2:35,D,19021.0,.90,-1,
2023-05-30,DET,Home,TEX,L,6.0,10.0,9.0,25-28,2.0,2.0,Anderson,Faedo,None,2:41,N,14616.0,.86,-2,
2023-05-31,DET,Home,TEX,W,3.0,2.0,9.0,26-28,2.0,2.0,Vest,Dunning,Lange,2:44,D,20968.0,.78,1,
2023-06-02,DET,@,CHW,L,0.0,3.0,9.0,26-29,2.0,3.5,Middleton,Olson,Graveman,2:32,N,20229.0,.82,-1,
2023-06-03,DET,@,CHW,L-wo,1.0,2.0,10.0,26-30,2.0,3.5,López,Cisnero,None,2:42,D,24674.0,.77,-2,
2023-06-04,DET,@,CHW,L-wo,2.0,6.0,9.0,26-31,2.0,3.5,Hendriks,Lange,None,2:29,D,23372.0,.74,-3,
2023-06-05,DET,@,PHI,L,3.0,8.0,9.0,26-32,3.0,4.0,Nola,Wentz,None,2:47,N,33196.0,.64,-4,
2023-06-06,DET,@,PHI,L,0.0,1.0,9.0,26-33,3.0,4.0,Walker,Alexander,Kimbrel,2:07,N,36664.0,.55,-5,
2023-06-08,DET,@,PHI,L-wo,2.0,3.0,9.0,26-34,3.0,3.5,Kimbrel,Lange,None,2:41,N,29028.0,.52,-6,
2023-06-09,DET,Home,ARI,L,6.0,11.0,9.0,26-35,4.0,4.5,Kelly,Lorenzen,None,2:45,N,19664.0,.51,-7,
2023-06-10,DET,Home,ARI,L,0.0,5.0,9.0,26-36,4.0,5.5,Nelson,Boyd,None,2:30,D,31607.0,.45,-8,
2023-06-11,DET,Home,ARI,L,5.0,7.0,9.0,26-37,4.0,5.5,Ginkel,Foley,McGough,2:57,D,17956.0,.39,-9,
2023-06-12,DET,Home,ATL,W-wo,6.0,5.0,10.0,27-37,4.0,5.0,Lange,Jiménez,None,3:07,N,18742.0,.36,1,
2023-06-14,DET,Home,ATL,L,7.0,10.0,9.0,27-38,4.0,7.0,Strider,Olson,None,3:12,D,,.40,-1,
2023-06-14,DET,Home,ATL,L,5.0,6.0,9.0,27-39,4.0,7.0,McHugh,Lorenzen,Minter,2:22,D,24186.0,.38,-2,
2023-06-15,DET,@,MIN,W,8.0,4.0,9.0,28-39,4.0,6.0,Boyd,Morán,None,2:31,N,27570.0,.44,1,
2023-06-16,DET,@,MIN,W,7.0,1.0,9.0,29-39,3.0,5.0,Englert,Ryan,None,2:20,N,27170.0,.52,2,
2023-06-17,DET,@,MIN,L,0.0,2.0,9.0,29-40,4.0,6.0,Headrick,Wentz,Durán,2:06,D,26950.0,.65,-1,
2023-06-18,DET,@,MIN,W,6.0,4.0,9.0,30-40,3.0,5.0,White,Varland,Foley,2:48,D,31221.0,.56,1,
2023-06-19,DET,Home,KCR,W,6.0,4.0,9.0,31-40,3.0,4.0,Alexander,Clarke,Lange,2:20,N,18438.0,.46,2,
2023-06-20,DET,Home,KCR,L,0.0,1.0,9.0,31-41,3.0,4.0,Lynch,Lorenzen,Barlow,2:11,N,18409.0,.51,-1,
2023-06-21,DET,Home,KCR,W,9.0,4.0,9.0,32-41,3.0,4.0,Boyd,Singer,None,2:32,D,20195.0,.44,1,
2023-06-23,DET,Home,MIN,L,1.0,4.0,9.0,32-42,3.0,5.5,Maeda,Wentz,Durán,2:47,N,19782.0,.64,-1,
2023-06-24,DET,Home,MIN,W,3.0,2.0,9.0,33-42,3.0,4.5,Olson,López,Lange,2:59,N,24403.0,.60,1,
2023-06-25,DET,Home,MIN,L,3.0,6.0,10.0,33-43,3.0,5.5,Jax,White,Durán,3:11,D,21585.0,.63,-1,
2023-06-26,DET,@,TEX,W,7.0,2.0,9.0,34-43,3.0,4.5,Englert,Heaney,None,2:50,N,22320.0,.43,1,
2023-06-27,DET,@,TEX,L,3.0,8.0,9.0,34-44,3.0,4.5,Sborz,White,None,2:32,N,22805.0,.49,-1,
2023-06-28,DET,@,TEX,L,2.0,10.0,9.0,34-45,3.0,5.0,Dunning,Wentz,None,2:27,N,27192.0,.43,-2,
2023-06-29,DET,@,TEX,W,8.0,5.0,9.0,35-45,3.0,4.0,Englert,Barlow,None,2:54,D,26977.0,.41,1,
2023-06-30,DET,@,COL,L,5.0,8.0,9.0,35-46,3.0,5.0,Gomber,Lorenzen,Johnson,2:25,N,47239.0,.43,-1,
2023-07-01,DET,@,COL,W,4.0,2.0,10.0,36-46,3.0,5.0,Lange,Johnson,None,2:41,N,48108.0,.40,1,
2023-07-02,DET,@,COL,W,14.0,9.0,9.0,37-46,3.0,4.0,Manning,Seabold,None,2:53,D,40145.0,.42,2,
2023-07-04,DET,Home,OAK,L,0.0,1.0,10.0,37-47,3.0,5.5,Fujinami,Holton,May,2:33,N,26749.0,.46,-1,
2023-07-05,DET,Home,OAK,L,3.0,12.0,9.0,37-48,3.0,6.5,Waldichuk,Rodríguez,None,2:35,N,15149.0,.38,-2,
2023-07-06,DET,Home,OAK,W,9.0,0.0,9.0,38-48,3.0,6.0,Lorenzen,Harris,None,2:18,D,15133.0,.34,1,
2023-07-07,DET,Home,TOR,L,2.0,12.0,9.0,38-49,3.0,6.0,Manoah,Faedo,None,2:51,N,30029.0,.38,-1,
2023-07-08,DET,Home,TOR,W,2.0,0.0,9.0,39-49,3.0,5.5,Manning,Gausman,Lange,2:21,D,30621.0,.32,1,
2023-07-09,DET,Home,TOR,L,3.0,4.0,10.0,39-50,3.0,5.5,García,Cisnero,Romano,2:53,D,30077.0,.36,-1,
2023-07-14,DET,@,SEA,W,5.0,4.0,9.0,40-50,3.0,5.0,Rodríguez,Castillo,Lange,2:44,N,39014.0,.37,1,
2023-07-15,DET,@,SEA,W,6.0,0.0,9.0,41-50,3.0,5.0,Lorenzen,Kirby,None,2:22,N,38683.0,.41,2,
2023-07-16,DET,@,SEA,L,0.0,2.0,9.0,41-51,3.0,6.0,Miller,Olson,Sewald,2:11,D,32368.0,.46,-1,
2023-07-17,DET,@,KCR,W,3.0,2.0,9.0,42-51,3.0,5.0,White,Clarke,Lange,2:36,N,19440.0,.38,1,
2023-07-18,DET,@,KCR,L,10.0,11.0,9.0,42-52,3.0,6.0,Lynch,Skubal,None,2:28,N,18448.0,.45,-1,
2023-07-19,DET,@,KCR,W,3.0,2.0,9.0,43-52,3.0,6.0,Rodríguez,Yarbrough,Lange,2:12,N,17903.0,.37,1,
2023-07-20,DET,@,KCR,W,3.0,0.0,9.0,44-52,3.0,5.0,Lorenzen,Greinke,Foley,2:07,D,11478.0,.39,2,
2023-07-21,DET,Home,SDP,L,4.0,5.0,9.0,44-53,3.0,6.0,Lugo,Olson,Hader,2:33,N,28834.0,.45,-1,
2023-07-22,DET,Home,SDP,L,3.0,14.0,9.0,44-54,3.0,7.0,Wolf,Englert,None,2:47,N,31974.0,.39,-2,
2023-07-23,DET,Home,SDP,W,3.0,1.0,9.0,45-54,3.0,7.0,Faedo,Musgrove,Lange,2:26,D,24523.0,.27,1,
2023-07-24,DET,Home,SFG,W,5.0,1.0,9.0,46-54,3.0,7.0,Skubal,Stripling,None,2:16,D,16907.0,.31,2,
2023-07-25,DET,Home,LAA,L,6.0,7.0,10.0,46-55,3.0,7.0,Estévez,Lange,Loup,2:55,N,24856.0,.35,-1,
2023-07-27,DET,Home,LAA,L,0.0,6.0,9.0,46-56,3.0,7.5,Ohtani,Lorenzen,None,2:16,D,,.30,-2,
2023-07-27,DET,Home,LAA,L,4.0,11.0,9.0,46-57,3.0,7.5,Sandoval,Manning,None,2:59,D,30238.0,.28,-3,
2023-07-28,DET,@,MIA,L,5.0,6.0,9.0,46-58,3.0,7.5,Puk,Foley,None,2:39,N,15918.0,.23,-4,
2023-07-29,DET,@,MIA,W,5.0,0.0,9.0,47-58,3.0,6.5,Wentz,Cueto,None,2:38,D,32936.0,.22,1,
2023-07-30,DET,@,MIA,L,6.0,8.0,9.0,47-59,3.0,6.5,López,Holton,Robertson,2:55,D,18207.0,.29,-1,
2023-08-01,DET,@,PIT,L,1.0,4.0,9.0,47-60,3.0,7.5,Oviedo,Manning,Bednar,2:04,N,19427.0,.28,-2,
2023-08-02,DET,@,PIT,W,6.0,3.0,9.0,48-60,3.0,6.5,Rodríguez,Bido,Holton,2:43,D,14370.0,.23,1,
2023-08-04,DET,Home,TBR,L,0.0,8.0,9.0,48-61,3.0,8.0,Littell,Olson,None,2:29,N,26050.0,.27,-1,
2023-08-05,DET,Home,TBR,W,4.0,2.0,9.0,49-61,3.0,8.0,Skubal,Civale,Brieske,2:47,D,30939.0,.19,1,
2023-08-06,DET,Home,TBR,L,6.0,10.0,9.0,49-62,3.0,9.0,Poche,Manning,None,2:48,D,21824.0,.22,-1,
2023-08-07,DET,Home,MIN,L,3.0,9.0,9.0,49-63,3.0,10.0,López,Wentz,None,2:38,N,13779.0,.26,-2,
2023-08-08,DET,Home,MIN,W,6.0,0.0,9.0,50-63,3.0,9.0,Rodríguez,Gray,None,2:25,N,16588.0,.19,1,
2023-08-09,DET,Home,MIN,W,9.0,5.0,9.0,51-63,3.0,8.0,Holton,Ober,Cisnero,2:55,N,16570.0,.23,2,
2023-08-10,DET,Home,MIN,W,3.0,0.0,9.0,52-63,3.0,7.0,Olson,Maeda,Brieske,2:21,D,18709.0,.35,3,
2023-08-11,DET,@,BOS,L,2.0,5.0,9.0,52-64,3.0,7.0,Barraclough,Skubal,Murphy,2:35,N,32647.0,.25,-1,
2023-08-12,DET,@,BOS,W,6.0,2.0,9.0,53-64,3.0,7.0,Manning,Bello,Foley,3:03,D,35927.0,.27,1,
2023-08-13,DET,@,BOS,L,3.0,6.0,9.0,53-65,3.0,8.0,Whitlock,Rodríguez,Jansen,2:30,D,35145.0,.28,-1,
2023-08-15,DET,@,MIN,L,3.0,5.0,9.0,53-66,3.0,9.0,Floro,Cisnero,Durán,2:36,N,30150.0,.34,-2,
2023-08-16,DET,@,MIN,W,8.0,7.0,9.0,54-66,3.0,8.0,Holton,Jax,None,3:11,D,26716.0,.20,1,
2023-08-18,DET,@,CLE,W,4.0,2.0,9.0,55-66,3.0,8.5,Skubal,Williams,Foley,2:30,N,,.22,2,
2023-08-18,DET,@,CLE,L,1.0,4.0,9.0,55-67,3.0,8.5,De Los Santos,Cisnero,Clase,2:44,N,31556.0,.26,-1,
2023-08-19,DET,@,CLE,W,4.0,3.0,9.0,56-67,3.0,7.5,Manning,Bibee,Foley,2:48,N,32641.0,.18,1,
2023-08-20,DET,@,CLE,W,4.0,1.0,9.0,57-67,3.0,7.5,Rodríguez,Allen,Lange,2:17,D,26824.0,.29,2,
2023-08-21,DET,Home,CHC,L,6.0,7.0,9.0,57-68,3.0,8.0,Palencia,Brieske,Leiter,2:52,N,20560.0,.24,-1,
2023-08-22,DET,Home,CHC,W,8.0,6.0,9.0,58-68,3.0,7.0,Holton,Smyly,Lange,2:50,N,21211.0,.19,1,
2023-08-23,DET,Home,CHC,L,4.0,6.0,9.0,58-69,3.0,7.0,Merryweather,Brieske,Alzolay,2:40,D,21965.0,.27,-1,
2023-08-25,DET,Home,HOU,W-wo,4.0,1.0,9.0,59-69,3.0,7.5,Lange,Pressly,None,2:42,N,23832.0,.23,1,
2023-08-26,DET,Home,HOU,L,2.0,9.0,9.0,59-70,3.0,7.5,Brown,Rodríguez,None,3:01,N,27103.0,.21,-1,
2023-08-27,DET,Home,HOU,L,4.0,17.0,9.0,59-71,3.0,8.5,Verlander,Faedo,None,3:10,D,28496.0,.20,-2,
2023-08-28,DET,Home,NYY,L,1.0,4.0,9.0,59-72,3.0,9.5,Severino,Olson,None,2:35,N,16772.0,.12,-3,
2023-08-29,DET,Home,NYY,L,2.0,4.0,9.0,59-73,3.0,9.5,Brito,Skubal,None,2:21,N,17236.0,.06,-4,
2023-08-30,DET,Home,NYY,L,2.0,6.0,9.0,59-74,3.0,9.5,Cole,White,Hamilton,2:37,N,15731.0,.06,-5,
2023-08-31,DET,Home,NYY,W-wo,4.0,3.0,10.0,60-74,3.0,9.0,Brieske,Loáisiga,None,2:48,D,19630.0,.04,1,
