Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
2024-04-24,ARI,@,STL,L,1.0,5.0,9.0,12-14,3.0,3.0,Gibson,Montgomery,None,2:21,D,36390.0,.93,-1.0,
2024-04-26,ARI,@,SEA,L,1.0,6.0,9.0,12-15,4.0,4.5,Hancock,Gallen,None,2:09,N,33997.0,.82,-2.0,
2024-04-27,ARI,@,SEA,L,1.0,3.0,9.0,12-16,4.0,5.5,Kirby,Cecconi,Muñoz,2:16,N,38956.0,.77,-3.0,
2024-04-28,ARI,@,SEA,W,3.0,2.0,9.0,13-16,3.0,4.5,Mantiply,Thornton,Ginkel,2:26,D,33474.0,.71,1.0,
2024-04-29,ARI,Home,LAD,L,4.0,8.0,9.0,13-17,3.0,5.5,Paxton,Henry,None,2:50,N,36985.0,.91,-1.0,
2024-04-30,ARI,Home,LAD,W-wo,4.0,3.0,10.0,14-17,3.0,4.5,McGough,Crismatt,None,2:47,N,28667.0,.85,1.0,
2024-05-01,ARI,Home,LAD,L,0.0,8.0,9.0,14-18,4.0,5.5,Yamamoto,Montgomery,None,2:49,N,34088.0,.94,-1.0,
2024-05-03,ARI,Home,SDP,L,1.0,7.0,9.0,14-19,4.0,6.5,Cease,Cecconi,None,2:36,N,31976.0,.80,-2.0,
2024-05-04,ARI,Home,SDP,L,1.0,13.0,9.0,14-20,4.0,7.5,King,Pfaadt,None,2:50,N,39661.0,.76,-3.0,
2024-05-05,ARI,Home,SDP,W,11.0,4.0,9.0,15-20,3.0,7.5,Nelson,Waldron,None,2:39,D,30968.0,.67,1.0,
2024-05-07,ARI,@,CIN,W,6.0,2.0,9.0,16-20,3.0,8.0,Gallen,Montas,None,2:27,N,14485.0,.67,2.0,
2024-05-08,ARI,@,CIN,W,4.0,3.0,9.0,17-20,3.0,8.0,Montgomery,Ashcraft,Mantiply,2:42,N,15660.0,.74,3.0,
2024-05-09,ARI,@,CIN,W,5.0,4.0,9.0,18-20,3.0,7.5,Ginkel,Cruz,Sewald,2:51,D,18214.0,.79,4.0,
2024-05-10,ARI,@,BAL,L,2.0,4.0,9.0,18-21,3.0,7.5,Irvin,Pfaadt,Cano,2:34,N,27703.0,.80,-1.0,
2024-05-11,ARI,@,BAL,L-wo,4.0,5.0,11.0,18-22,3.0,8.5,Kimbrel,Jarvis,None,3:11,D,27882.0,.74,-2.0,
2024-05-12,ARI,@,BAL,W,9.0,2.0,9.0,19-22,3.0,7.5,Gallen,Kremer,None,2:43,D,31448.0,.68,1.0,
2024-05-13,ARI,Home,CIN,W-wo,6.0,5.0,9.0,20-22,3.0,7.5,Martinez,Díaz,None,3:18,N,18017.0,.77,2.0,
2024-05-14,ARI,Home,CIN,L,2.0,6.0,9.0,20-23,3.0,8.5,Greene,Cecconi,None,2:30,N,20068.0,.82,-1.0,
2024-05-15,ARI,Home,CIN,W,2.0,1.0,9.0,21-23,2.0,7.5,Thompson,Cruz,Sewald,1:59,D,16826.0,.75,1.0,
2024-05-17,ARI,Home,DET,L,0.0,13.0,9.0,21-24,3.0,8.0,Skubal,Nelson,None,2:17,N,25122.0,.81,-1.0,
2024-05-18,ARI,Home,DET,L,3.0,8.0,9.0,21-25,4.0,9.0,Flaherty,Gallen,None,2:51,N,35826.0,.76,-2.0,
2024-05-19,ARI,Home,DET,W,6.0,4.0,9.0,22-25,4.0,9.0,Thompson,Holton,Sewald,2:37,D,26911.0,.68,1.0,
2024-05-20,ARI,@,LAD,L,4.0,6.0,9.0,22-26,4.0,10.0,Yamamoto,Cecconi,Hudson,2:39,N,37634.0,.84,-1.0,
2024-05-21,ARI,@,LAD,W,7.0,3.0,9.0,23-26,3.0,9.0,Pfaadt,Stone,None,2:30,N,46180.0,.77,1.0,
2024-05-22,ARI,@,LAD,W,6.0,0.0,9.0,24-26,3.0,8.0,Nelson,Glasnow,None,2:40,N,46593.0,.83,2.0,
2024-05-24,ARI,Home,MIA,L,0.0,3.0,9.0,24-27,4.0,8.0,Garrett,Gallen,None,1:58,N,22642.0,.78,-1.0,
2024-05-25,ARI,Home,MIA,W,3.0,2.0,9.0,25-27,4.0,7.0,Montgomery,Sánchez,Sewald,2:21,N,31966.0,.74,1.0,
2024-05-26,ARI,Home,MIA,L,1.0,3.0,9.0,25-28,4.0,7.0,Weathers,Ginkel,Scott,2:37,D,25723.0,.80,-1.0,
2024-05-28,ARI,@,TEX,L,2.0,4.0,9.0,25-29,4.0,8.5,Heaney,Pfaadt,Yates,2:11,N,37977.0,.76,-2.0,
2024-05-29,ARI,@,TEX,L,1.0,6.0,9.0,25-30,4.0,9.5,Dunning,Nelson,None,2:42,D,34023.0,.70,-3.0,
2024-05-30,ARI,@,NYM,L,2.0,3.0,9.0,25-31,4.0,10.0,Young,Thompson,Garrett,2:43,N,20926.0,.68,-4.0,
2024-05-31,ARI,@,NYM,L,9.0,10.0,9.0,25-32,4.0,10.0,Severino,Montgomery,None,2:51,N,33884.0,.59,-5.0,
2024-06-01,ARI,@,NYM,W,10.0,5.0,9.0,26-32,4.0,10.0,Ginkel,Manaea,None,2:53,D,30600.0,.57,1.0,
2024-06-02,ARI,@,NYM,W,5.0,4.0,9.0,27-32,4.0,10.0,Martinez,Diekman,Sewald,2:40,D,31059.0,.61,2.0,
2024-06-03,ARI,Home,SFG,W-wo,4.0,2.0,9.0,28-32,4.0,9.5,Thompson,Rodríguez,None,2:12,N,21551.0,.70,3.0,
2024-06-04,ARI,Home,SFG,W,8.0,5.0,9.0,29-32,3.0,8.5,Ginkel,Harrison,Sewald,2:59,N,23548.0,.76,4.0,
2024-06-05,ARI,Home,SFG,L,3.0,9.0,9.0,29-33,4.0,8.5,Hjelle,Montgomery,None,3:30,D,24178.0,.84,-1.0,
2024-06-06,ARI,@,SDP,W,4.0,3.0,9.0,30-33,3.0,8.5,Ginkel,Estrada,Sewald,2:51,N,39963.0,.81,1.0,
2024-06-07,ARI,@,SDP,L,3.0,10.0,9.0,30-34,4.0,9.5,King,Pfaadt,None,2:59,N,40341.0,.89,-1.0,
2024-06-08,ARI,@,SDP,L,1.0,13.0,9.0,30-35,4.0,10.5,Waldron,Nelson,None,2:49,N,42636.0,.79,-2.0,
2024-06-09,ARI,@,SDP,,,,,,,,,,,,,,,,
2024-06-11,ARI,Home,LAA,,,,,,,,,,,,,,,,
2024-06-12,ARI,Home,LAA,,,,,,,,,,,,,,,,
2024-06-13,ARI,Home,LAA,,,,,,,,,,,,,,,,
2024-06-14,ARI,Home,CHW,,,,,,,,,,,,,,,,
2024-06-15,ARI,Home,CHW,,,,,,,,,,,,,,,,
2024-06-16,ARI,Home,CHW,,,,,,,,,,,,,,,,
2024-06-18,ARI,@,WSN,,,,,,,,,,,,,,,,
2024-06-19,ARI,@,WSN,,,,,,,,,,,,,,,,
2024-06-20,ARI,@,WSN,,,,,,,,,,,,,,,,
2024-06-21,ARI,@,PHI,,,,,,,,,,,,,,,,
2024-06-22,ARI,@,PHI,,,,,,,,,,,,,,,,
2024-06-23,ARI,@,PHI,,,,,,,,,,,,,,,,
2024-06-25,ARI,Home,MIN,,,,,,,,,,,,,,,,
2024-06-26,ARI,Home,MIN,,,,,,,,,,,,,,,,
2024-06-27,ARI,Home,MIN,,,,,,,,,,,,,,,,
2024-06-28,ARI,Home,OAK,,,,,,,,,,,,,,,,
2024-06-29,ARI,Home,OAK,,,,,,,,,,,,,,,,
2024-06-30,ARI,Home,OAK,,,,,,,,,,,,,,,,
2024-07-02,ARI,@,LAD,,,,,,,,,,,,,,,,
2024-07-03,ARI,@,LAD,,,,,,,,,,,,,,,,
2024-07-04,ARI,@,LAD,,,,,,,,,,,,,,,,
2024-07-05,ARI,@,SDP,,,,,,,,,,,,,,,,
2024-07-06,ARI,@,SDP,,,,,,,,,,,,,,,,
2024-07-07,ARI,@,SDP,,,,,,,,,,,,,,,,
2024-07-08,ARI,Home,ATL,,,,,,,,,,,,,,,,
2024-07-09,ARI,Home,ATL,,,,,,,,,,,,,,,,
2024-07-10,ARI,Home,ATL,,,,,,,,,,,,,,,,
2024-07-11,ARI,Home,ATL,,,,,,,,,,,,,,,,
2024-07-12,ARI,Home,TOR,,,,,,,,,,,,,,,,
2024-07-13,ARI,Home,TOR,,,,,,,,,,,,,,,,
2024-07-14,ARI,Home,TOR,,,,,,,,,,,,,,,,
2024-07-19,ARI,@,CHC,,,,,,,,,,,,,,,,
2024-07-20,ARI,@,CHC,,,,,,,,,,,,,,,,
2024-07-21,ARI,@,CHC,,,,,,,,,,,,,,,,
2024-07-22,ARI,@,KCR,,,,,,,,,,,,,,,,
2024-07-23,ARI,@,KCR,,,,,,,,,,,,,,,,
2024-07-24,ARI,@,KCR,,,,,,,,,,,,,,,,
2024-07-26,ARI,Home,PIT,,,,,,,,,,,,,,,,
2024-07-27,ARI,Home,PIT,,,,,,,,,,,,,,,,
2024-07-28,ARI,Home,PIT,,,,,,,,,,,,,,,,
2024-07-29,ARI,Home,WSN,,,,,,,,,,,,,,,,
2024-07-30,ARI,Home,WSN,,,,,,,,,,,,,,,,
2024-07-31,ARI,Home,WSN,,,,,,,,,,,,,,,,
2024-08-02,ARI,@,PIT,,,,,,,,,,,,,,,,
2024-08-03,ARI,@,PIT,,,,,,,,,,,,,,,,
2024-08-04,ARI,@,PIT,,,,,,,,,,,,,,,,
2024-08-05,ARI,@,CLE,,,,,,,,,,,,,,,,
2024-08-06,ARI,@,CLE,,,,,,,,,,,,,,,,
2024-08-07,ARI,@,CLE,,,,,,,,,,,,,,,,
2024-08-08,ARI,Home,PHI,,,,,,,,,,,,,,,,
2024-08-09,ARI,Home,PHI,,,,,,,,,,,,,,,,
2024-08-10,ARI,Home,PHI,,,,,,,,,,,,,,,,
2024-08-11,ARI,Home,PHI,,,,,,,,,,,,,,,,
2024-08-12,ARI,Home,COL,,,,,,,,,,,,,,,,
2024-08-13,ARI,Home,COL,,,,,,,,,,,,,,,,
2024-08-14,ARI,Home,COL,,,,,,,,,,,,,,,,
2024-08-16,ARI,@,TBR,,,,,,,,,,,,,,,,
2024-08-17,ARI,@,TBR,,,,,,,,,,,,,,,,
2024-08-18,ARI,@,TBR,,,,,,,,,,,,,,,,
2024-08-19,ARI,@,MIA,,,,,,,,,,,,,,,,
2024-08-20,ARI,@,MIA,,,,,,,,,,,,,,,,
2024-08-21,ARI,@,MIA,,,,,,,,,,,,,,,,
2024-08-23,ARI,@,BOS,,,,,,,,,,,,,,,,
2024-08-24,ARI,@,BOS,,,,,,,,,,,,,,,,
2024-08-25,ARI,@,BOS,,,,,,,,,,,,,,,,
2024-08-27,ARI,Home,NYM,,,,,,,,,,,,,,,,
2024-08-28,ARI,Home,NYM,,,,,,,,,,,,,,,,
2024-08-29,ARI,Home,NYM,,,,,,,,,,,,,,,,
2024-08-30,ARI,Home,LAD,,,,,,,,,,,,,,,,
2024-08-31,ARI,Home,LAD,,,,,,,,,,,,,,,,
2024-09-01,ARI,Home,LAD,,,,,,,,,,,,,,,,
2024-09-02,ARI,Home,LAD,,,,,,,,,,,,,,,,
2024-09-03,ARI,@,SFG,,,,,,,,,,,,,,,,
2024-09-04,ARI,@,SFG,,,,,,,,,,,,,,,,
2024-09-05,ARI,@,SFG,,,,,,,,,,,,,,,,
2024-09-06,ARI,@,HOU,,,,,,,,,,,,,,,,
2024-09-07,ARI,@,HOU,,,,,,,,,,,,,,,,
2024-09-08,ARI,@,HOU,,,,,,,,,,,,,,,,
2024-09-10,ARI,Home,TEX,,,,,,,,,,,,,,,,
2024-09-11,ARI,Home,TEX,,,,,,,,,,,,,,,,
2024-09-13,ARI,Home,MIL,,,,,,,,,,,,,,,,
2024-09-14,ARI,Home,MIL,,,,,,,,,,,,,,,,
2024-09-15,ARI,Home,MIL,,,,,,,,,,,,,,,,
2024-09-16,ARI,@,COL,,,,,,,,,,,,,,,,
2024-09-17,ARI,@,COL,,,,,,,,,,,,,,,,
2024-09-18,ARI,@,COL,,,,,,,,,,,,,,,,
2024-09-19,ARI,@,MIL,,,,,,,,,,,,,,,,
2024-09-20,ARI,@,MIL,,,,,,,,,,,,,,,,
2024-09-21,ARI,@,MIL,,,,,,,,,,,,,,,,
2024-09-22,ARI,@,MIL,,,,,,,,,,,,,,,,
2024-09-23,ARI,Home,SFG,,,,,,,,,,,,,,,,
2024-09-24,ARI,Home,SFG,,,,,,,,,,,,,,,,
2024-09-25,ARI,Home,SFG,,,,,,,,,,,,,,,,
2024-09-27,ARI,Home,SDP,,,,,,,,,,,,,,,,
2024-09-28,ARI,Home,SDP,,,,,,,,,,,,,,,,
2024-09-29,ARI,Home,SDP,,,,,,,,,,,,,,,,
2024-03-29,ATL,@,PHI,W,9.0,3.0,9.0,1-0,1.0,up 1.0,Johnson,Alvarado,None,2:54,D,44452.0,1.02,1.0,
2024-03-30,ATL,@,PHI,W,12.0,4.0,9.0,2-0,1.0,up 1.0,Chavez,Nola,None,2:58,D,44468.0,1.05,2.0,
2024-03-31,ATL,@,PHI,L,4.0,5.0,9.0,2-1,1.0,up 1.0,Strahm,Bummer,Alvarado,2:39,D,42515.0,1.05,-1.0,
2024-04-01,ATL,@,CHW,W,9.0,0.0,8.0,3-1,1.0,up 2.0,Morton,Flexen,None,2:29,D,13781.0,.93,1.0,
2024-04-02,ATL,@,CHW,L,2.0,3.0,9.0,3-2,1.0,up 1.0,Crochet,Minter,Kopech,2:21,N,12300.0,1.05,-1.0,
2024-04-05,ATL,Home,ARI,W-wo,6.0,5.0,10.0,4-2,1.0,up 1.5,Johnson,McGough,None,3:10,N,41426.0,1.06,1.0,
2024-04-06,ATL,Home,ARI,W,9.0,8.0,9.0,5-2,1.0,up 1.5,Minter,Frías,Iglesias,2:49,N,41278.0,1.05,2.0,
2024-04-07,ATL,Home,ARI,W,5.0,2.0,9.0,6-2,1.0,up 2.5,Sale,Nelson,Johnson,2:30,D,40693.0,1.11,3.0,
2024-04-08,ATL,Home,NYM,L,7.0,8.0,9.0,6-3,1.0,up 1.5,Diekman,Johnson,López,3:27,N,37538.0,1.24,-1.0,
2024-04-09,ATL,Home,NYM,W,6.0,5.0,9.0,7-3,1.0,up 2.5,López,Houser,Iglesias,2:42,N,32065.0,1.22,1.0,
2024-04-11,ATL,Home,NYM,L,4.0,16.0,9.0,7-4,1.0,up 1.0,Quintana,Winans,None,2:50,D,34352.0,1.18,-1.0,
2024-04-12,ATL,@,MIA,W,8.0,1.0,9.0,8-4,1.0,up 2.0,Fried,Rogers,None,2:37,N,14408.0,1.14,1.0,
2024-04-13,ATL,@,MIA,L,1.0,5.0,9.0,8-5,1.0,up 1.0,Meyer,Sale,None,2:12,D,22327.0,1.16,-1.0,
2024-04-14,ATL,@,MIA,W,9.0,7.0,9.0,9-5,1.0,up 2.0,Minter,Scott,Iglesias,2:32,D,20757.0,1.12,1.0,
2024-04-15,ATL,@,HOU,W,6.0,1.0,9.0,10-5,1.0,up 2.0,Bummer,Arrighetti,None,3:07,N,32407.0,1.08,2.0,
2024-04-16,ATL,@,HOU,W,6.0,2.0,9.0,11-5,1.0,up 2.0,López,Brown,Iglesias,2:55,N,34144.0,1.14,3.0,
2024-04-17,ATL,@,HOU,W,5.0,4.0,10.0,12-5,1.0,up 2.0,Minter,Martinez,Iglesias,3:11,D,29073.0,1.13,4.0,
2024-04-19,ATL,Home,TEX,W,8.0,3.0,9.0,13-5,1.0,up 2.0,Sale,Latz,None,2:30,N,40810.0,1.18,5.0,
2024-04-20,ATL,Home,TEX,W,5.0,2.0,9.0,14-5,1.0,up 2.0,Morton,Eovaldi,Iglesias,2:32,N,41744.0,1.18,6.0,
2024-04-21,ATL,Home,TEX,L,4.0,6.0,9.0,14-6,1.0,up 1.0,Lorenzen,Vines,Yates,2:28,N,36581.0,1.18,-1.0,
2024-04-22,ATL,Home,MIA,W,3.0,0.0,9.0,15-6,1.0,up 1.0,Elder,Weathers,Iglesias,2:16,N,31572.0,1.15,1.0,
2024-04-23,ATL,Home,MIA,W,5.0,0.0,9.0,16-6,1.0,up 2.0,Fried,Rogers,None,1:54,N,33533.0,1.17,2.0,
2024-04-24,ATL,Home,MIA,W-wo,4.0,3.0,10.0,17-6,1.0,up 3.0,Minter,Scott,None,2:40,N,38950.0,1.19,3.0,
2024-04-26,ATL,Home,CLE,W,6.0,2.0,9.0,18-6,1.0,up 2.5,Sale,Allen,None,2:35,N,40210.0,1.16,4.0,
2024-04-27,ATL,Home,CLE,L,2.0,4.0,11.0,18-7,1.0,up 1.5,Barlow,Lee,Sandlin,2:47,N,41696.0,1.17,-1.0,
2024-04-28,ATL,Home,CLE,W-wo,4.0,3.0,10.0,19-7,1.0,up 1.5,Minter,Clase,None,2:55,D,40758.0,1.15,1.0,
2024-04-29,ATL,@,SEA,L-wo,1.0,2.0,9.0,19-8,1.0,up 1.5,Voth,Minter,None,2:29,N,26452.0,1.12,-1.0,
2024-04-30,ATL,@,SEA,L,2.0,3.0,9.0,19-9,1.0,up 0.5,Castillo,López,Muñoz,2:16,N,23534.0,1.17,-2.0,
2024-05-01,ATL,@,SEA,W,5.0,2.0,9.0,20-9,1.0,up 0.5,Sale,Hancock,Iglesias,2:34,D,21689.0,1.17,1.0,
2024-05-03,ATL,@,LAD,L-wo,3.0,4.0,11.0,20-10,2.0,0.5,Grove,Chavez,None,3:00,N,50859.0,1.23,-1.0,
2024-05-04,ATL,@,LAD,L,2.0,11.0,9.0,20-11,2.0,1.5,Glasnow,Elder,None,2:24,N,44474.0,1.26,-2.0,
2024-05-05,ATL,@,LAD,L,1.0,5.0,9.0,20-12,2.0,2.5,Paxton,Fried,None,2:07,D,52733.0,1.24,-3.0,
2024-05-07,ATL,Home,BOS,W,4.0,2.0,9.0,21-12,2.0,3.0,Jiménez,Slaten,Iglesias,2:31,N,38142.0,1.12,1.0,
2024-05-08,ATL,Home,BOS,W,5.0,0.0,9.0,22-12,2.0,2.0,Sale,Pivetta,None,2:21,N,37015.0,1.08,2.0,
2024-05-10,ATL,@,NYM,W,4.0,2.0,9.0,23-12,2.0,2.0,Morton,Quintana,Iglesias,2:27,N,23355.0,1.20,3.0,
2024-05-11,ATL,@,NYM,W,4.0,1.0,9.0,24-12,2.0,2.0,Fried,Scott,None,2:45,D,38919.0,1.21,4.0,
2024-05-12,ATL,@,NYM,L-wo,3.0,4.0,9.0,24-13,2.0,2.0,Díaz,Minter,None,2:50,N,18944.0,1.17,-1.0,
2024-05-13,ATL,Home,CHC,W,2.0,0.0,9.0,25-13,2.0,2.0,Kerr,Wesneski,Minter,2:31,N,34582.0,1.21,1.0,
2024-05-14,ATL,Home,CHC,W,7.0,0.0,9.0,26-13,2.0,2.0,Sale,Taillon,None,2:12,N,37357.0,1.20,2.0,
2024-05-15,ATL,Home,CHC,L,1.0,7.0,9.0,26-14,2.0,3.0,Assad,Morton,None,2:30,N,36623.0,1.17,-1.0,
2024-05-17,ATL,Home,SDP,L,1.0,3.0,9.0,26-15,2.0,3.5,Waldron,Fried,Estrada,2:54,N,40186.0,1.19,-2.0,
2024-05-19,ATL,Home,SDP,L,1.0,9.0,9.0,26-16,2.0,5.0,Darvish,Elder,None,2:53,N,39203.0,1.11,-3.0,
2024-05-20,ATL,Home,SDP,L,5.0,6.0,9.0,26-17,2.0,5.0,Brito,Jiménez,Suarez,2:43,D,35113.0,1.11,-4.0,
2024-05-20,ATL,Home,SDP,W,3.0,0.0,9.0,27-17,2.0,5.0,Sale,Vásquez,Iglesias,2:18,N,34753.0,1.12,1.0,
2024-05-21,ATL,@,CHC,L-wo,3.0,4.0,10.0,27-18,2.0,6.0,Little,Bummer,None,3:14,N,36121.0,1.15,-1.0,
2024-05-22,ATL,@,CHC,W,9.0,2.0,9.0,28-18,2.0,6.0,Fried,Steele,None,2:08,N,37584.0,1.13,1.0,
2024-05-23,ATL,@,CHC,W,3.0,0.0,9.0,29-18,2.0,6.0,Lee,Wesneski,Iglesias,2:34,D,35646.0,1.14,2.0,
2024-05-24,ATL,@,PIT,L,5.0,11.0,9.0,29-19,2.0,6.0,Falter,Kerr,None,2:38,N,35822.0,1.10,-1.0,
2024-05-25,ATL,@,PIT,L,1.0,4.0,9.0,29-20,2.0,7.0,Keller,López,Bednar,2:14,D,31459.0,1.11,-2.0,
2024-05-26,ATL,@,PIT,W,8.0,1.0,9.0,30-20,2.0,6.0,Sale,Mlodzinski,None,2:34,D,27416.0,1.11,1.0,
2024-05-27,ATL,Home,WSN,L,4.0,8.0,9.0,30-21,2.0,6.0,Parker,Morton,None,2:39,D,38858.0,1.14,-1.0,
2024-05-28,ATL,Home,WSN,W,2.0,0.0,9.0,31-21,2.0,5.0,Fried,Barnes,Iglesias,2:04,N,37598.0,1.15,1.0,
2024-05-29,ATL,Home,WSN,L,2.0,7.0,9.0,31-22,2.0,6.0,Gore,Schwellenbach,None,2:52,N,33654.0,1.17,-1.0,
2024-05-30,ATL,Home,WSN,L,1.0,3.0,9.0,31-23,2.0,6.5,Williams,Kerr,Finnegan,2:35,N,37784.0,1.20,-2.0,
2024-05-31,ATL,Home,OAK,W,4.0,2.0,9.0,32-23,2.0,6.5,López,Sears,Iglesias,2:07,N,40204.0,1.05,1.0,
2024-06-01,ATL,Home,OAK,L,9.0,11.0,9.0,32-24,2.0,7.5,Kelly,Herget,Jiménez,2:53,D,41181.0,1.05,-1.0,
2024-06-02,ATL,Home,OAK,W,3.0,1.0,9.0,33-24,2.0,6.5,Lee,Adams,Iglesias,2:28,D,37853.0,1.02,1.0,
2024-06-04,ATL,@,BOS,W,8.0,3.0,9.0,34-24,2.0,7.0,Fried,Crawford,None,2:16,N,34628.0,1.00,2.0,
2024-06-05,ATL,@,BOS,L,0.0,9.0,9.0,34-25,2.0,8.0,Pivetta,Schwellenbach,None,2:22,D,33760.0,1.05,-1.0,
2024-06-06,ATL,@,WSN,W,5.0,2.0,9.0,35-25,2.0,7.5,Bummer,Harvey,Iglesias,2:07,N,27690.0,1.06,1.0,
2024-06-07,ATL,@,WSN,L,1.0,2.0,9.0,35-26,2.0,8.0,Irvin,Sale,Finnegan,2:10,N,39235.0,1.06,-1.0,
2024-06-08,ATL,@,WSN,L,3.0,7.0,9.0,35-27,2.0,9.0,Gore,Morton,None,2:29,D,33998.0,1.04,-2.0,
2024-06-09,ATL,@,WSN,,,,,,,,,,,,,,,,
2024-06-11,ATL,@,BAL,,,,,,,,,,,,,,,,
2024-06-12,ATL,@,BAL,,,,,,,,,,,,,,,,
2024-06-13,ATL,@,BAL,,,,,,,,,,,,,,,,
2024-06-14,ATL,Home,TBR,,,,,,,,,,,,,,,,
2024-06-15,ATL,Home,TBR,,,,,,,,,,,,,,,,
2024-06-16,ATL,Home,TBR,,,,,,,,,,,,,,,,
2024-06-17,ATL,Home,DET,,,,,,,,,,,,,,,,
2024-06-18,ATL,Home,DET,,,,,,,,,,,,,,,,
2024-06-19,ATL,Home,DET,,,,,,,,,,,,,,,,
2024-06-21,ATL,@,NYY,,,,,,,,,,,,,,,,
2024-06-22,ATL,@,NYY,,,,,,,,,,,,,,,,
2024-06-23,ATL,@,NYY,,,,,,,,,,,,,,,,
2024-06-24,ATL,@,STL,,,,,,,,,,,,,,,,
2024-06-25,ATL,@,STL,,,,,,,,,,,,,,,,
2024-06-26,ATL,@,STL,,,,,,,,,,,,,,,,
2024-06-27,ATL,@,CHW,,,,,,,,,,,,,,,,
2024-06-28,ATL,Home,PIT,,,,,,,,,,,,,,,,
2024-06-29,ATL,Home,PIT,,,,,,,,,,,,,,,,
2024-06-30,ATL,Home,PIT,,,,,,,,,,,,,,,,
2024-07-02,ATL,Home,SFG,,,,,,,,,,,,,,,,
2024-07-03,ATL,Home,SFG,,,,,,,,,,,,,,,,
2024-07-04,ATL,Home,SFG,,,,,,,,,,,,,,,,
